,budget,genres,id,keywords,title,overview,popularity,production,runtime,tagline,vote_average,vote_count
2002,23000000,action  thriller,70435,mercenary  secret agent  rescue  foot chase  spanish,haywire,Mallory Kane is a highly trained operative who works for a government security contractor in the dirtiest  most dangerous corners of the world  After successfully freeing a Chinese journalist held hostage  she is double crossed and left for dead by someone close to her in her own agency  Suddenly the target of skilled assassins who know her every move  Mallory must find the truth in order to stay alive ,26.257951,irish film board  relativity media,93.0,they left her no choice ,5.6,505
2007,23000000,action  thriller,2453,corruption  harley davidson  drug dealer  los angeles  las vegas,harley davidson and the marlboro man,It s the lawless future  and renegade biker Harley Davidson  Mickey Rourke  and his surly cowboy buddy  Marlboro  Don Johnson   learn that a corrupt bank is about to foreclose on their friend s bar to further an expanding empire  Harley and Marlboro decide to help by robbing the crooked bank  But when they accidentally filch a drug shipment  they find themselves on the run from criminal financiers and the mob in this rugged action adventure ,12.869436,metro goldwyn mayer  mgm   krisjair  laredo,98.0,when the going gets tough    the tough take the law into their own hands ,6.1,82
2008,23000000,history  drama  thriller  crime  mystery,6973,father son relationship  detective  war crimes  patriotism  homicide  investigation  iraq  military service  police  cover up  disappearance  murder investigation,in the valley of elah,A career officer and his wife work with a police detective to uncover the truth behind their son s disappearance following his return from a tour of duty in Iraq ,15.676123,summit entertainment  blackfriars bridge films  nala films  samuels media  warner independent pictures  wip ,124.0,sometimes finding the truth is easier than facing it ,6.6,261
2009,0,drama  history,11156,fashion designer  woman director,coco avant chanel,2009 biopic about the early life of Coco Chanel  Several years after leaving the orphanage  to which her father never returned for her  Gabrielle Chanel finds herself working in a provincial bar both  She s both a seamstress for the performers and a singer  earning the nickname Coco from the song she sings nightly with her sister  A liaison with Baron Balsan gives her an entree into French society and a chance to develop her gift for designing ,8.426589,france 2 cinéma  haut et court  scope invest  ciné   canal   warner bros   cinécinéma  scope pictures  soficapital  france 2  fr2   le tax shelter du gouvernement fédéral de belgique  cofinova 5  films distribution  banque populaire images 9,110.0,before she was france s famous mademoiselle   ,6.6,246
2013,23000000,drama  action  history,30596,assassination  martial arts  sword  blood splatter  impalement  beaten to death  hong kong  head bashed in  extreme violence  violent death  hook  bloody fight  throat slitting  violence,十月圍城,In 1905  revolutionist Sun Yat Sen visits Hong Kong to discuss plans with Tongmenghui members to overthrow the Qing dynasty  But when they find out that assassins have been sent to kill him  they assemble a group of protectors to prevent any attacks ,7.876883,china film group corporation,139.0,to save a nations future  they must protect one man from its past ,6.5,57
2014,25000000,horror  thriller,3021,suicide  new york  hotel  fire  hotel room  wife husband relationship  suicide attempt  window  door  haunted house  research  ghost world  painting  telephone  loss of daughter  blood,1408,A man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel  Soon after settling in  he confronts genuine terror ,35.169779,the weinstein company  di bonaventura pictures  dimension films,104.0,the only demons in room 1408 are those within you ,6.5,1343
2015,22700000,comedy  science fiction,957,android  lasergun  swordplay  temple  space marine  space battle  space travel  space mission  galaxy  comb  altar  magnet beam  jam  speed of light  plastic surgery  password  shield  nose  spoof,spaceballs,When the nefarious Dark Helmet hatches a plan to snatch Princess Vespa and steal her planet s air  space bum for hire Lone Starr and his clueless sidekick fly to the rescue  Along the way  they meet Yogurt  who puts Lone Starr wise to the power of  The Schwartz   Can he master it in time to save the day ,39.890798,brooksfilms ltd   metro goldwyn mayer  mgm ,96.0,may the schwartz be with you,6.7,902
2016,22500000,war  drama,256917,istanbul  australia  post world war i  farmer  missing in action  missing son  gallipoli campaign  inspired by true events,the water diviner,In 1919  Australian farmer Joshua Connor travels to Turkey to discover the fate of his three sons  reported missing in action  Holding on to hope  Joshua must travel across the war torn landscape to find the truth and his own peace ,22.096286,hopscotch features  fear of god films,112.0,to honour a promise  to find his sons  to make his peace ,6.8,431
2018,23000000,romance  comedy,544,surgeon  stalker  romantic comedy  dream girl  taboo  screwball comedy  frisbee  troubadour  gross out comedy  intellectual disability,there s something about mary,Having never fully recovered from a prom date that became a total disaster  a man finally gets a chance to reunite with his old prom date  only to run up against other suitors including the sleazy detective he hired to find her ,57.110486,twentieth century fox film corporation,119.0,love is in the hair ,6.5,1590
2021,22000000,comedy  family,13680,american football  bachelor  sports team  sport  aerobics  tween girl  publicist,the game plan,Bachelor football star Joe Kingman seems to have it all  He is wealthy and carefree  and his team is on the way to capturing a championship  Suddenly  he is tackled by some unexpected news  He has a young daughter  the result of a last fling with his ex wife  Joe must learn to balance his personal and professional lives with the needs of his child ,20.699212,walt disney pictures  mayhem pictures  monkey dance productions,110.0,half his size  twice the trouble     and she s moving in ,6.0,428
2029,22000000,fantasy  action  thriller,277,budapest  subway  love of one s life  vampire  bite  descendant  hostility  shootout  werewolf  blunt  fang vamp,underworld,Vampires and werewolves have waged a nocturnal war against each other for centuries  But all bets are off when a female vampire warrior named Selene  who s famous for her strength and werewolf hunting prowess  becomes smitten with a peace loving male werewolf  Michael  who wants to end the war ,81.829237,lakeshore entertainment  laurinfilm  subterranean productions llc  subterranean productions uk ltd   underworld produktions gmbh,121.0,underworld,6.6,2512
2030,22000000,drama  thriller,8999,prison  chicago  rape  based on novel  hotel room  wife husband relationship  anonymous letter  blackmail  family s daily life  letter  business man  relationship problems  man between two women  revenge  deception  beating  violence  wallet  extramarital affair  embezzlement  advertising executive  flashback  abortion  commuter train,derailed,When two married business executives having an affair are blackmailed by a violent criminal  they are forced to turn the tables on him to save their families ,17.7091,miramax films  di bonaventura pictures  patalex v productions limited,108.0,he never saw it coming ,6.1,319
2031,22000000,drama  comedy  crime,11323,agriculture  company  witness to murder,the informant ,A rising star at agri industry giant Archer Daniels Midland  ADM   Mark Whitacre suddenly turns whistleblower  Even as he exposes his company s multi national price fixing conspiracy to the FBI  Whitacre envisions himself being hailed as a hero of the common man and handed a promotion ,17.772518,section eight  groundswell productions  warner bros   participant media  jaffe   braunstein enterprise,108.0,based on a tattle tale ,6.0,301
2041,22000000,comedy  drama  mystery,270487,journalist  cat  ransom  kidnapping  ancient rome  movie in movie  hollywood  period drama,hail  caesar ,Tells the comedic tale of Eddie Mannix  a fixer who worked for the Hollywood studios in the 1950s  The story finds him at work when a star mysteriously disappears in the middle of filming ,39.006187,universal pictures  mike zoss productions  working title films,106.0,lights  camera  abduction ,5.7,1309
2050,25000000,thriller  action  crime,287948,transporter  sequel  suspense  car  bank heist  action,the transporter refueled,The fast paced action movie is again set in the criminal underworld in France  where Frank Martin is known as The Transporter  because he is the best driver and mercenary money can buy  In this installment  he meets Anna and they attempt to take down a group of ruthless Russian human traffickers who also have kidnapped Frank s father ,25.002715,europacorp,96.0,he delivers ,5.2,559
2054,2000000,action  comedy  romance,109513,witness protection  getaway driver  duringcreditsstinger,hit   run,Former getaway driver Charlie Bronson jeopardizes his Witness Protection Plan identity in order to help his girlfriend get to Los Angeles  The feds and Charlie s former gang chase them on the road ,16.668854,primate pictures  kim and jim productions  panay films  exclusive media group,100.0,a comedy that never takes its foot off the gas,5.5,224
2058,22000000,drama,44113,prison  fire  manipulation  seduction  vegetarian  playground  deception  arson  parole  arsonist  convict  house fire,stone,Parole officer Jack Mabry has only a few weeks left before retirement and wishes to finish out the cases he s been assigned  One such case is that of Gerald  Stone  Creeson  a convicted arsonist who is up for parole  Jack is initially reluctant to indulge Stone in the coarse banter he wishes to pursue and feels little sympathy for the prisoner s pleads for an early release  Seeing little hope in convincing Jack himself  Stone arranges for his wife to seduce the officer  but motives and intentions steadily blur amidst the passions and buried secrets of the corrupted players in this deadly game of deception ,12.445176,stone productions  mimran schur pictures,105.0,some people tell lies  others live them ,5.2,192
2061,25000000,drama  mystery  crime,4566,killing  restaurant  chambers of a barrister  scandal  pretended suicide  lawsuit  car bomb  business ethics  crooked lawyer,michael clayton,A law firm brings in its  fixer  to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multi billion dollar class action suit ,18.961323,castle rock entertainment  mirage enterprises  section eight productions,119.0,the truth can be adjusted,6.5,501
2068,9000000,comedy  drama,2196,brother brother relationship  farewell  father son relationship  age difference  parents kids relationship  secret  sadness  coffin  funeral  gathering  surprise  lsd  studies  hallucinogen  drug trip  arrogance  female corpse,death at a funeral,Chaos ensues when a man tries to expose a dark secret regarding a recently deceased patriarch of a dysfunctional British family ,20.410354,sidney kimmel entertainment  parabolic pictures  stable way entertainment  target media entertainment  vip 2 medienfonds  vip 1 medienfonds,90.0,from director frank oz comes the story of a family that puts the f u in funeral ,6.9,497
2071,21000000,drama  comedy  romance,82693,dancing  philadelphia  running  based on novel  depression  letter  friendship  neighbor  mental illness  ex wife  institutionalization  bipolar  philadelphia eagles,silver linings playbook,After spending eight months in a mental institution  a former teacher moves back in with his parents and tries to reconcile with his ex wife ,63.599973,the weinstein company,122.0,watch for the signs,6.9,4742
2072,21000000,crime  drama,1646,black people  based on novel  holocaust  ghetto  diary  principal witness   biography  daughter  high school  racial segregation  anne frank  school excursion  idealism  violence in schools  racial tension  gang violence  based on true events,freedom writers,A young teacher inspires her class of at risk students to learn tolerance  apply themselves  and pursue education beyond high school ,17.746981,double feature films  jersey films  kernos filmproduktionsgesellschaft   company,123.0,their story  their world  their future ,7.5,356
2073,0,drama,44944,female nudity  poem  rape  love  domestic violence  womanhood,for colored girls,About existence from the perspective of 20 nameless black females  Each of the women portray one of the characters represented in the collection of twenty poems  revealing different issues that impact women in general and women of color in particular ,1.934524,lions gate films,134.0,many voices  one poem ,7.0,22
2075,20000000,drama  action,8456,rebel  martial arts  underground  fight  training  champion  sport  high school  party  revenge  blood  nemesis  violence  club  brawl,never back down,Rebellious Jake Tyler is lured into an ultimate underground fight Scene at his new high school  after receiving threats to the safety of his friends and family Jake decides to seek the mentoring of a veteran fighter who trains him for one final no holds barred elimination fight with his nemesis and local martial arts champion Ryan McCarthy ,26.21425,summit entertainment  mandalay pictures  baumgarten management and productions  bmp ,115.0,win or lose    everyone has their fight ,6.4,497
2080,30000000,drama  thriller  mystery,49517,spy  cold war  spying  espionage  mole  british spy,tinker tailor soldier spy,Recently retired MI6 agent  George Smiley is doing his best to adjust to a life outside the secret service until a disgraced agent reappears with information concerning a mole at the heart of the service  Smiley is drawn back into the murky field of espionage  tasked with investigating which of his trusted former colleagues has chosen to betray him and their country  Smiley narrows his search to four suspects   all experienced  skilled and successful agents   but past histories  rivalries and friendships make it far from easy to pinpoint the man who is eating away at the heart of the British establishment ,33.649652,studiocanal  kinowelt filmproduktion  canal   cinécinéma  working title films  karla films,127.0,how do you find an enemy who is hidden right before your eyes ,6.6,840
2082,21000000,drama,50780,puppet  woman director,the beaver,Suffering from a severe case of depression  toy company CEO Walter Black  Mel Gibson  begins using a beaver hand puppet to help him open up to his family  With his father seemingly going insane  adolescent son Porter  Anton Yelchin  pushes for his parents to get a divorce  Jodie Foster directs and co stars as Walter s wife in this dark comedy that also features Riley Thomas Stewart and Jennifer Lawrence ,13.847872,summit entertainment  participant media  imagenation abu dhabi fz  anonymous content,91.0,he s here to save walter s life ,6.3,276
2085,18000000,adventure  action,85,saving the world  riddle  nepal  himalaya  cairo  moses  egypt  whip  treasure  medallion  leather jacket  nazis  hat  mediterranean  ark of the covenant  ten commandments  treasure hunt  excavation  swastika  archaeologist  indiana jones  archeology ,raiders of the lost ark,When Dr  Indiana Jones   the tweed suited professor who just happens to be a celebrated archaeologist   is hired by the government to locate the legendary Ark of the Covenant  he finds himself up against the entire Nazi regime ,68.159596,lucasfilm  paramount pictures,115.0,indiana jones   the new hero from the creators of jaws and star wars ,7.7,3854
2088,38000000,horror  thriller,9682,suicide  hacker  death of a friend  website  remake,pulse,When their computer hacker friend accidentally channels a mysterious wireless signal  a group of co eds rally to stop a terrifying evil from taking over the world ,9.662715,dimension films,90.0,you are now infected ,5.0,150
2096,13000000,horror  thriller,138843,sister sister relationship  exorcism  rhode island  based on true story  farmhouse  paranormal investigation  ghost  supernatural power  paranormal investigator  annabelle,the conjuring,Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse  Forced to confront a powerful entity  the Warrens find themselves caught in the most terrifying case of their lives ,49.975409,new line cinema  the safran company  evergreen media group,112.0,based on the true case files of the warrens,7.4,3092
2099,35000000,comedy  music,1584,rock and roll  rock  high school  music band,school of rock,Fired from his band and hard up for cash  guitarist and vocalist Dewey Finn finagles his way into a job as a fourth grade substitute teacher at a private school  where he secretly begins teaching his students the finer points of rock  n  roll  The school s hard nosed principal is rightly suspicious of Finn s activities  But Finn s roommate remains in the dark about what he s doing ,43.057323,paramount pictures  scott rudin productions  nickelodeon movies  new century  mfp munich film partners gmbh   company i  produktions kg  sor productions,108.0,he just landed the gig of his life  5th grade ,6.7,1414
2102,20000000,comedy  drama,65057,hawaii  father in law  daughter  cheating wife  beach house  boating accident  estate  dying mother  beautiful girl  teenage daughter  trustee  trust fund  wild girl  wild child  realtor,the descendants,With his wife Elizabeth on life support after a boating accident  Hawaiian land baron  Matt King takes his daughters on a trip from Oahu to Kauai to confront the young real estate broker  who was having an affair with Elizabeth before her misfortune ,40.903931,fox searchlight pictures  dune entertainment  ad hominem enterprises,115.0,the south pacific ain t that terrific ,6.7,934
2107,20000000,comedy  romance,35688,,why did i get married too ,Four couples reunite for their annual vacation in order to socialize and to spend time analyzing their marriages  Their intimate week in the Bahamas is disrupted by the arrival of an ex husband determined to win back his recently remarried wife ,2.986286,lions gate films  the tyler perry company,121.0,marriage is an institution they re committed to ,6.1,29
2109,20000000,drama  romance,296096,england  based on novel  depression  small town  wheelchair  caretaker  caregiver  disabled  twenty something  woman director  romantic drama  dead end job  accident,me before you,A small town girl is caught between dead end jobs  A high profile  successful man becomes wheelchair bound following an accident  The man decides his life is not worth living until the girl is hired for six months to be his new caretaker  Worlds apart and trapped together by circumstance  the two get off to a rocky start  But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together  each finds their world changing in ways neither of them could begin to imagine ,53.161905,new line cinema  sunswept entertainment  metro goldwyn mayer  mgm ,110.0, liveboldly,7.6,2562
2110,0,drama  comedy  crime,103370,,madea s witness protection,A Wall Street investment banker who has been set up as the linchpin of his company s mob backed Ponzi scheme is relocated with his family to Aunt Madea s southern home ,7.050951,tyler perry company  the,114.0,believe it or not  they know too much ,5.9,52
2112,20000000,comedy,376659,alcohol  bar  party  divorce  family  hit and run  bathroom humor,bad moms,When three overworked and under appreciated moms are pushed beyond their limits  they ditch their conventional responsibilities for a jolt of long overdue freedom  fun  and comedic self indulgence ,42.512296,stx entertainment  huayi brothers pictures  billblock media,100.0,party like a mother ,6.3,1252
2117,20000000,thriller  horror  drama  mystery,8968,nightmare  hallucination  childhood trauma  break up  hometown  psychotherapy,boogeyman,Every culture has one   the horrible monster fueling young children s nightmares  But for Tim  the Boogeyman still lives in his memories as a creature that devoured his father 16 years earlier  Is the Boogeyman real  Or did Tim make him up to explain why his father abandoned his family ,11.62423,ghost house pictures  senator international  screen gems  pacific renaissance pictures ltd ,89.0,you thought it was just a story ,4.6,191
2123,20000000,drama  thriller  history,314365,child abuse  journalism  judge  florida  boston  pedophilia  court  cover up  priest  lawyer  catholic  catholic church  catholicism  september 11 2001  investigative journalism  cardinal  christmas,spotlight,The true story of how The Boston Globe uncovered the massive scandal of child abuse and the cover up within the local Catholic Archdiocese  shaking the entire Catholic Church to its core ,41.503588,universal pictures  participant media  anonymous content  rocklin   faust  first look media,128.0,break the story  break the silence ,7.8,2686
2125,20000000,horror  thriller,1975,remake  little boy  curse,the grudge 2,In Tokyo  a young woman is exposed to the same mysterious curse that afflicted her sister  The supernatural force  which fills a person with rage before spreading to its next victim  brings together a group of previously unrelated people who attempt to unlock its secret to save their lives ,13.906944,columbia pictures corporation  ghost house pictures  vertigo entertainment,102.0,what was once trapped  will now be unleashed,5.2,283
2132,20000000,horror  comedy,40264,vampire  high school  prom  spoof  horror spoof  teenager  duringcreditsstinger,vampires suck,Becca  an anxious  non vampire teen is torn between two boys  Before she can choose  Becca must get around her controlling father  who embarrasses Becca by treating her like a child  Meanwhile  Becca s friends contend with their own romantic issues   all of which collide at the prom ,17.165039,regency enterprises  road rebel,82.0,some sagas just won t die ,4.2,315
2136,32000000,music  adventure  animation  action  comedy,3989,paris  france  cairo  capitalism  loss of lover  egypt  war against terror  shotgun  patriotism  pentagon  american dream  destroy  shipwreck  louvre  american  way of life  failure  panama  damage  government  eiffel tower paris  world politics  mass destruction,team america  world police,Team America World Police follows an international police force dedicated to maintaining global stability  Learning that dictator Kim Jong il is out to destroy the world  the team recruits Broadway star Gary Johnston to go undercover  With the help of Team America  Gary manages to uncover the plan to destroy the world  Will Team America be able to save it in time  It stars  Samuel L Jackson  Tim Robbins  Sean Penn  Michael Moore  Helen Hunt  Matt Damon  Susan Sarandon  George Clooney  Danny Glover  Ethan Hawke  Alec Baldwin  or does it ,26.509175,paramount pictures  scott rudin productions,98.0,putting the  f  back in  freedom ,6.6,660
2141,20000000,history  drama,10139,gay  san francisco  homophobia  mayor  biography  politics  politician  election campaign  homosexuality  morality  election  candlelight vigil  mayoral campaign,milk,The story of California s first openly gay elected official  Harvey Milk  who  became an outspoken agent for change  seeking equal rights and opportunities for all  His great love for the city and its people brought him backing from young and old  straight and gay  alike   at a time when prejudice and violence against gays was openly accepted as the norm ,30.909699,focus features,128.0,never blend in ,7.1,612
2144,19000000,comedy,55465,holiday  indian lead  beer  christmas tree  cannabis  sequel  vulgarity  drug  asian  3d  beer pong,a very harold   kumar christmas,Six years have elapsed since Guantanamo Bay  leaving Harold and Kumar estranged from one another with very different families  friends and lives  But when Kumar arrives on Harold s doorstep during the holiday season with a mysterious package in hand  he inadvertently burns down Harold s father in law s beloved Christmas tree  To fix the problem  Harold and Kumar embark on a mission through New York City to find the perfect Christmas tree  once again stumbling into trouble at every single turn ,17.971883,new line cinema  mandate pictures,108.0,christmas comes prematurely ,6.0,328
2146,0,horror  thriller  mystery,19904,step father  remake,the stepfather,Michael Harding  Penn Badgley  returns home from military school to find his mother  Sela Ward  happily in love and living with her new boyfriend  David  Dylan Walsh   As the two men get to know each other  Michael becomes more and more suspicious of the man who is always there with a helpful hand  Is he really the man of her dreams or could David be hiding a dark side ,7.924428,screen gems,101.0,daddy s home ,5.4,167
2147,20000000,drama  thriller,48289,beach  mossad  secret agent  insane asylum  lye  syringe  lost of friend,the debt,Rachel Singer is a former Mossad agent who tried to capture a notorious Nazi war criminal   the Surgeon of Birkenau   in a secret Israeli mission that ended with his death on the streets of East Berlin  Now  30 years later  a man claiming to be the doctor has surfaced  and Rachel must return to Eastern Europe to uncover the truth  Overwhelmed by haunting memories of her younger self and her two fellow agents  the still celebrated heroine must relive the trauma of those events and confront the debt she has incurred ,14.857884,miramax films  marv films  pioneer pictures,113.0,every secret comes with a price ,6.3,257
2149,20000000,horror  mystery  thriller,6933,candy  loss of sister  mobile phone  answering machine  dying and death  victim  death of a friend  sms  asthma  friendship  police  delusion  remake  cowardliness  train,one missed call,Several people start receiving voice mails from their future selves    messages which include the date  time  and some of the details of their deaths ,12.458131,intermedia films  alcon entertainment  kadokawa pictures  equity pictures medienfonds gmbh   co  kg iv,87.0,what will it sound like when you die ,4.7,171
2152,20000000,science fiction  drama  romance,38,deja vu  regret  jealousy  amnesia  dream  operation  relationship problems  love  memory  brainwashing  relationship  heartbreak  nonlinear timeline  love story  bittersweet,eternal sunshine of the spotless mind,Joel Barish  heartbroken that his girlfriend underwent a procedure to erase him from her memory  decides to do the same  However  as he watches his memories of her fade away  he realises that he still loves her  and may be too late to correct his mistake ,56.481487,anonymous content  this is that productions  focus features,108.0,you can erase someone from your mind  getting them out of your heart is another story ,7.9,3652
2157,20000000,fantasy  horror  action  thriller  science fiction,19901,female nudity  sunrise  waitress  experiment  rain  sunlight  vampire  dystopia  beautiful woman  slow motion scene  undead  decapitation  scientist  epidemic  night creatures,daybreakers,In the year 2019  a plague has transformed almost every human into vampires  Faced with a dwindling blood supply  the fractured dominant race plots their survival  meanwhile  a researcher works with a covert band of vampires on a way to save humankind ,28.019226,lionsgate  furst films  pictures in paradise  pacific film and television commission  australian film finance corporation  affc ,98.0,in 2019  the most precious natural resource    is us ,6.0,634
2158,20000000,comedy  romance,34016,confidence  romantic comedy  dating  insecurity  airport security  unlikely lovers  twenty something  duringcreditsstinger,she s out of my league,When he starts dating drop dead gorgeous Molly  insecure airport security agent Kirk can t believe it  As his friends and family share their doubts about the relationship lasting  Kirk does everything he can to avoid losing Molly forever ,16.176976,dreamworks skg  mosaic,104.0,when she s this hot  you get one shot ,5.9,525
2162,20000000,family  animation,12819,wolf  arranged marriage  forbidden love  road trip  park  park ranger  howling  social status,alpha and omega,Two mismatched wolves embark on a cross country quest to get back home and restore peace in their pack after being relocated thousands of miles away by well meaning park rangers  Quick witted Humphrey  voice of Justin Long  likes to frolic with friends and play video games with squirrels  disciplined Kate  voice of Hayden Panettiere  likes to call the shots and hunt caribou  Normally  an omega wolf like Humphrey would never stand a chance with an alpha wolf like Kate  but when they re both transported halfway across the country they must work together to get back to their natural habitat  And it won t be easy either  because the one thing Humphrey and Kate can agree on is that they don t have anything in common  Perhaps by working together toward a common goal  however  the two contentious traveling companions will finally realize that even lone wolves can use a helping paw every once in a while ,12.300789,lions gate family entertainment  relativity media  crest animation productions,88.0,a pawsome 3d adventure,5.3,124
2167,20000000,mystery  adventure  crime,328387,based on novel  technology  internet  hacking  teenager  new york city  game  adaptation  dare  cellphone video  based on young adult novel  smartphone  taking a risk,nerve,Industrious high school senior  Vee Delmonico  has had it with living life on the sidelines  When pressured by friends to join the popular online game Nerve  Vee decides to sign up for just one dare in what seems like harmless fun  But as she finds herself caught up in the thrill of the adrenaline fueled competition partnered with a mysterious stranger  the game begins to take a sinister turn with increasingly dangerous acts  leading her into a high stakes finale that will determine her entire future ,62.933899,lionsgate  allison shearmur productions  keep your head,96.0,are you a watcher or a player ,7.1,2181
2169,20000000,action  drama  fantasy  horror  thriller,9945,based on novel  new mexico  party  vampire hunter  revenge  priest  church  skull  team  crucifix  cross  relic  vampire slayer  turning into a vampire  drinking blood,vampires,The church enlists a team of vampire hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight ,17.016284,columbia pictures  largo entertainment  jvc entertainment networks  film office  spooky tooth productions  storm king productions,108.0,from the master of evil  comes a new breed of terror,5.8,255
2171,20000000,romance  comedy,13596,date  sex  bar  test  friendship  insult  stripper  blonde  liar  wedding  lap dance  duringcreditsstinger,my best friend s girl,When Dustin s girlfriend  Alexis  breaks up with him  he employs his best buddy  Tank  to take her out on the worst rebound date imaginable in the hopes that it will send her running back into his arms  But when Tank begins to really fall for Alexis  he finds himself in an impossible position ,17.145287,lionsgate  new wave entertainment  management 360  terra firma films  superfinger entertainment,101.0,it s funny what love can make you do   ,5.4,220
2177,20000000,drama,2355,confidence  trauma  leaving one s family  childhood memory  airplane  war on terror  music  loss of daughter  alone  cowardliness  family,reign over me,A man who lost his family in the September 11 attack on New York City runs into his old college roommate  Rekindling the friendship is the one thing that appears able to help the man recover from his grief ,20.82778,columbia pictures  happy madison productions  sunlight productions  relativity media  madison 23,124.0,let in the unexpected ,7.1,334
2178,15000000,adventure  drama,5915,male nudity  parents kids relationship  camping  cutting the cord  self discovery  wilderness  biography  based on true story  pubic hair  alaska  journey,into the wild,The true story of top student and athlete  Christopher McCandless  who after graduating from Emory University in 1992  abandoned his possessions  gave his entire  24 000 savings account to charity and hitchhiked to Alaska to live in the wilderness ,43.644978,paramount vantage  river road entertainment  art linson productions  into the wild,148.0,into the heart  into the soul ,7.8,3045
2181,19000000,horror  action  thriller  crime,755,dancing  brother brother relationship  sexual obsession  showdown  sheriff  eroticism  nudity  bank robber  vampire  holy water  siege  stripper  priest  explosion  extreme violence  bank robbery  preacher  hostage situation  crucifix  recreational vehicle  blood spurting  convenience store  female vampire  mexican american border  nightclub entertainer  boa constrictor,from dusk till dawn,Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas  They escape across the border into Mexico and will be home free the next morning  when they pay off the local kingpin  They just have to survive  from dusk till dawn  at the rendezvous point  which turns out to be a Hell of a strip joint ,64.181668,a band apart  dimension films  los hooligans productions  miramax,108.0,one night is all that stands between them and freedom  but it s going to be a hell of a night ,6.9,1603
2185,35000000,adventure  comedy  family,18357,human animal relationship  musical  clowning  bear  social satire  aftercreditsstinger  duringcreditsstinger,the country bears,For Beary Barrington  The Country Bears  young  1 fan  fitting in with his all too human family is proving im paws ible  When he runs away to find Country Bear Hall and his heroes  he discovers the venue that made them famous is near foreclosure  Beary hightails it over the river and through the woods to get the Bears in the Band back together for an all out reunion concert to save Country Bear Hall ,6.908351,walt disney pictures,88.0,it s a bear getting the family together ,4.3,20
2186,20000000,drama,7979,1970s  afghanistan  hang gliding  war in afghanistan  taliban  cowardice  best friend  cowardliness  child,the kite runner,After spending years in California  Amir returns to his homeland in Afghanistan to help his old friend Hassan  whose son is in trouble ,10.446722,dreamworks skg  macdonald parkes productions  sidney kimmel entertainment  neal street productions  china film co production corporation  wonderland films  participant media  ebeling group  beijing happy pictures cultural communications co   kite runner holdings,128.0,there is a way to be good again ,7.3,394
2187,20000000,drama  crime  thriller,470,life and death  transplantation  suicide attempt  desperation  loss of family  ex detainee  sadness  rage and hate  car crash,21 grams,This is the story of three gentle persons  Paul Rivers an ailing mathematician lovelessly married to an English émigré  Christina Peck  an upper middle class suburban housewife  happily married and mother of two little girls  and Jack Jordan  an ex convict who has found in his Christian faith the strength to raise a family  They will be brought together by a terrible accident that will change their lives  By the final frame  none of them will be the same as they will learn harsh truths about love  faith  courage  desire and guilt  and how chance can change our worlds irretrievably  forever ,32.243357,this is that productions  y productions  mediana productions filmgesellschaft,124.0,how much does life weigh ,7.2,918
2191,20000000,documentary,22074,usa  capitalism  capitalist  wall street  criticism and blame  banking  money  economics  corporation,capitalism  a love story,Michael Moore s Capitalism  A Love Story comes home to the issue he s been examining throughout his career  the disastrous impact of corporate dominance on the everyday lives of Americans  and by default  the rest of the world  ,10.50098,the weinstein company  paramount vantage,120.0,ask not what your c e o  can do for you  but what you can do for your c e o ,7.0,167
2193,19500000,crime  drama  mystery,290751,fbi  missing child,secret in their eyes,A tight knit team of FBI investigators  along with their District Attorney supervisor  is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered ,15.012237,ingenious media  gran via productions  im global  stx entertainment  route one entertainment  union investment partners  site productions  willie s movies,111.0,the truth lies in the most unexpected places ,6.2,336
2194,25000000,action  comedy,13805,natural disaster  violence  mortal danger  duringcreditsstinger,disaster movie,In DISASTER MOVIE  the filmmaking team behind the hits  Scary Movie    Date Movie    Epic Movie  and  Meet The Spartans  this time puts its unique  inimitable stamp on one of the biggest and most bloated movie genres of all time    the disaster film ,16.238961,grosvenor park media ltd   lionsgate  3 in the box,87.0,your favorite movies are going to be destroyed ,3.0,240
2197,20000000,comedy  romance,63492,based on novel  loser  magazine  womanizer  mission  search  boyfriend  husband  fired  past relationship,what s your number ,Ally Darling  Anna Faris  is realizing she s a little lost in life  Her latest romance has just fizzled out  and she s just been fired from her marketing job  Then she reads an eye opening magazine article that warns that 96 percent of women who ve been with 20 or more lovers are unlikely to find a husband  Determined to turn her life around and prove the article wrong  Ally embarks on a mission to find the perfect mate from among her numerous ex boyfriends ,19.220789,regency enterprises  contrafilm  new regency pictures,106.0,ally s looking for the best ex of her life ,6.2,671
2198,20000000,action  thriller  science fiction,81796,usa president  anti hero  dementia  future  space  convict  interrogation  space station  collision in space  year 2079,lockout,Set in the near future  Lockout follows a falsely convicted ex government agent   whose one chance at obtaining freedom lies in the dangerous mission of rescuing the President s daughter from rioting convicts at an outer space maximum security prison ,35.232278,canal   europacorp  ciné ,95.0,take no prisoners ,5.8,715
